movieId,title,genres,description,image,year
1179,"Grifters, The",Crime|Drama|Film-Noir,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",https://m.media-amazon.com/images/M/MV5BMjNiYzg3OTUtYTQ2Mi00OTAwLWI4OGMtZGNkNDhmZDU4ZGRmXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_.jpg,1990
1180,Hear My Song,Comedy,The owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club.,https://m.media-amazon.com/images/M/MV5BOTZiYjk2OGUtMzU2MS00OGM0LWJhMWMtZmFmNzg1MGZkMGU5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,1991
1183,"English Patient, The",Drama|Romance|War,"At the close of World War II, a young nurse tends to a badly burned plane crash victim. His past is shown in flashbacks, revealing an involvement in a fateful love affair.",https://m.media-amazon.com/images/M/MV5BOTkxZTdkNTQtM2QwOS00NzRlLWEyMGItYTcxOTE4NTgyNGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1996
1184,Mediterraneo,Comedy|Drama,"In WW2, an Italian Army unit of misfits occupies an isolated non-strategic Greek island for the duration of the war.",https://m.media-amazon.com/images/M/MV5BOWJiMTU1ZWItNWFmYS00MWJlLWFkMjEtMWFiZjgwYTEwYzBlXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_.jpg,1991
1185,My Left Foot,Drama,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",https://m.media-amazon.com/images/M/MV5BYjdkNzA4MzYtZThhOS00ZDgzLTlmMDItNmY1ZjI5YjkzZTE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1989
1186,"Sex, Lies, and Videotape",Drama,A sexually repressed woman's husband is having an affair with her sister. The arrival of a visitor with a rather unusual fetish changes everything.,https://m.media-amazon.com/images/M/MV5BNDllYWVkOTQtZjRlMC00NWFjLWI0OGEtOWY4YzU4ZjMxYzg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1989
1187,Passion Fish,Drama,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own.",https://m.media-amazon.com/images/M/MV5BMWM3OGEzYzUtYTZkMy00NDJjLTgyYjQtMGYxNzQ0MzUzNmFiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,1992
1188,Strictly Ballroom,Comedy|Romance,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,https://m.media-amazon.com/images/M/MV5BNjY2MWI2YWYtOGUyZS00ZGZjLTkyYjAtYWYxZDJmMzlkZjE0XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,1992
1189,"Thin Blue Line, The",Documentary,"A film that successfully argued that a man was wrongly convicted for murder by a corrupt justice system in Dallas County, Texas.",https://m.media-amazon.com/images/M/MV5BMTE3MTViMDUtNjkxYy00NWY2LTg5MzEtYjFiNzRkMTgwYTJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1988
1190,Tie Me Up! Tie Me Down! (¡Átame!),Crime|Drama|Romance,An unbalanced but alluring former mental patient takes a porn star prisoner in the hopes of convincing her to marry him.,https://m.media-amazon.com/images/M/MV5BMjExMDM0OTItY2E1YS00N2Y4LWFlNGMtOTgyNmFlMjIyOTgxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,1990
1191,Madonna: Truth or Dare,Documentary|Musical,Documentary following singer Madonna on her controversial Blond Ambition tour in 1990.,https://m.media-amazon.com/images/M/MV5BMTM2Njg5NDEtNDFkMC00YmVlLWEyMjUtZWZiNWY1OGQ2ZTI1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,1991
1192,Paris Is Burning,Documentary,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",https://m.media-amazon.com/images/M/MV5BNzk1ODAzNTQtYTQyOC00ZTcxLWE3Y2ItZmJhNGI2MGM5NjkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1990
1193,One Flew Over the Cuckoo's Nest,Drama,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1975
1194,Cheech and Chong's Up in Smoke,Comedy,"Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail.",https://m.media-amazon.com/images/M/MV5BZGI0ZWVkNWQtNDMwNy00MTljLTk0ZGUtNmYxMjFhYmJmZTY2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1978
1196,Star Wars: Episode V - The Empire Strikes Back,Action|Adventure|Sci-Fi,"After the Rebel Alliance are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Bo... Read all",https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1980
1197,"Princess Bride, The",Action|Adventure|Comedy|Fantasy|Romance,"A bedridden boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",https://m.media-amazon.com/images/M/MV5BYzdiOTVjZmQtNjAyNy00YjA2LTk5ZTAtNmJkMGQ5N2RmNjUxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1987
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action|Adventure,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.",https://m.media-amazon.com/images/M/MV5BNTU2ODkyY2MtMjU1NC00NjE1LWEzYjgtMWQ3MzRhMTE0NDc0XkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_.jpg,1981
1199,Brazil,Fantasy|Sci-Fi,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,https://m.media-amazon.com/images/M/MV5BMDM0YTM3Y2UtNzY5MC00OTc4LThhZTYtMmM0ZGZjMmU1ZjdmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,1985
1200,Aliens,Action|Adventure|Horror|Sci-Fi,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.",https://m.media-amazon.com/images/M/MV5BOGJkY2EyOWYtYWRmNy00ZTEzLTllMDAtYzYzYjA0ZjFhZWJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1986
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,https://m.media-amazon.com/images/M/MV5BNjJlYmNkZGItM2NhYy00MjlmLTk5NmQtNjg1NmM2ODU4OTMwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1966
1202,Withnail & I,Comedy,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",https://m.media-amazon.com/images/M/MV5BYjE3ODY5OWEtZmE0Mi00MjUxLTg5MmUtZmFkMzM1N2VjMmU5XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,1987
1203,12 Angry Men,Drama,The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.,https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,1957
1204,Lawrence of Arabia,Adventure|Drama|War,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,1962
1206,"Clockwork Orange, A",Crime|Drama|Sci-Fi|Thriller,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg,1971
1207,To Kill a Mockingbird,Drama,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.",https://m.media-amazon.com/images/M/MV5BNmVmYzcwNzMtMWM1NS00MWIyLThlMDEtYzUwZDgzODE1NmE2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1962
1208,Apocalypse Now,Action|Drama|War,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1979
1209,Once Upon a Time in the West (C'era una volta il West),Action|Drama|Western,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1968
1210,Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Sci-Fi,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempt to destroy the second Death Star, while Luke struggles to help Darth Vader back from the dark side.",https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,1983
1211,"Wings of Desire (Himmel über Berlin, Der)",Drama|Fantasy|Romance,"An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a m... Read all",https://m.media-amazon.com/images/M/MV5BMzE0ZTljZWItMTE3Mi00ZmEzLTg0OTktYWQ5MGY3YTQzMjZmXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1987
1212,"Third Man, The",Film-Noir|Mystery|Thriller,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",https://m.media-amazon.com/images/M/MV5BYjE2OTdhMWUtOGJlMy00ZDViLWIzZjgtYjZkZGZmMDZjYmEyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1949
1213,Goodfellas,Crime|Drama,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1990
1214,Alien,Horror|Sci-Fi,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1979
1215,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,"When Ash Williams is accidentally transported to 1300 A.D., he must retrieve the Necronomicon and battle an army of the dead in order to return home.",https://m.media-amazon.com/images/M/MV5BODcyYzM4YTAtNGM5MS00NjU4LTk2Y2ItZjI5NjkzZTk0MmQ1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,1993
1216,"Big Blue, The (Grand bleu, Le)",Adventure|Drama|Romance,"The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown.",https://m.media-amazon.com/images/M/MV5BNjM0YTA4OTgtOTZmMi00ZjQ0LWJiMDYtMTkzOTQ5YTg4ZmJkXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1988
1217,Ran,Drama|War,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn o... Read all",https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1985
1218,"Killer, The (Die xue shuang xiong)",Action|Crime|Drama|Thriller,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.,https://m.media-amazon.com/images/M/MV5BNjgxOGViYTYtYWRkMC00MGZmLTk0OWEtYTgwZGNiMmZjNzYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1989
1219,Psycho,Crime|Horror,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.",https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1960
1220,"Blues Brothers, The",Action|Comedy|Musical,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, out... Read all",https://m.media-amazon.com/images/M/MV5BYTdlMDExOGUtN2I3MS00MjY5LWE1NTAtYzc3MzIxN2M3OWY1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1980
1221,"Godfather: Part II, The",Crime|Drama,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1974
1222,Full Metal Jacket,Drama|War,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,https://m.media-amazon.com/images/M/MV5BNzkxODk0NjEtYjc4Mi00ZDI0LTgyYjEtYzc1NDkxY2YzYTgyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1987
1223,"Grand Day Out with Wallace and Gromit, A",Adventure|Animation|Children|Comedy|Sci-Fi,"To replenish their depleted supply of cheese, inventor Wallace and his dog Gromit travel to the moon in a homemade rocket-ship.",https://m.media-amazon.com/images/M/MV5BZjJlYjhlOTQtZmM5Ny00YmFhLTlhMzQtNDc4M2UzNjY0ZmMzXkEyXkFqcGdeQXVyNTA4NzExMDg@._V1_.jpg,1989
1224,Henry V,Action|Drama|Romance|War,"In the midst of the Hundred Years War, the young King Henry V of England embarks on the conquest of France in 1415.",https://m.media-amazon.com/images/M/MV5BYjhhNWNiMmMtMjdiZC00OTdmLWI2YWQtOGZjNzg4YTcyMjdkXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_.jpg,1989
1225,Amadeus,Drama,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was deeply jealous of Mozart's talent and claimed to have murdered him... Read all",https://m.media-amazon.com/images/M/MV5BNWJlNzUzNGMtYTAwMS00ZjI2LWFmNWQtODcxNWUxODA5YmU1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,1984
1226,"Quiet Man, The",Drama|Romance,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",https://m.media-amazon.com/images/M/MV5BMWM1ZDhlM2MtNDNmMi00MDk4LTg5MjgtODE4ODk1MjYxOTIwXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg,1952
1227,Once Upon a Time in America,Crime|Drama,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life.",https://m.media-amazon.com/images/M/MV5BMmQzZjdmZDAtOGE2Yy00MmUwLTljYzgtZTMwMjk3ZDdiOWUyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,1984
1228,Raging Bull,Drama,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,1980
1230,Annie Hall,Comedy|Romance,"Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.",https://m.media-amazon.com/images/M/MV5BZDg1OGQ4YzgtM2Y2NS00NjA3LWFjYTctMDRlMDI3NWE1OTUyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1977
1231,"Right Stuff, The",Drama,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than ... Read all",https://m.media-amazon.com/images/M/MV5BOTUwMDA3MTYtZjhjMi00ODFmLTg5ZTAtYzgwN2NlODgzMmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,1983
1232,Stalker,Drama|Mystery|Sci-Fi,A guide leads two men through an area known as the Zone to find a room that grants wishes.,https://m.media-amazon.com/images/M/MV5BYTAzZmEzZjEtNmIzMS00MzlhLWE0Y2ItNDRlNTQwN2E0MDE4XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_.jpg,1979
1233,"Boot, Das (Boat, The)",Action|Drama|War,A German U-boat stalks the frigid waters of the North Atlantic as its young crew experience the sheer terror and claustrophobic life of a submariner in World War II.,https://m.media-amazon.com/images/M/MV5BNDBjMWUxNTUtNjZiNi00YzJhLTgzNzUtMTRiY2FkZmMzYTNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1981
1234,"Sting, The",Comedy|Crime,Two grifters team up to pull off the ultimate con.,https://m.media-amazon.com/images/M/MV5BNGU3NjQ4YTMtZGJjOS00YTQ3LThmNmItMTI5MDE2ODI3NzY3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1973
1235,Harold and Maude,Comedy|Drama|Romance,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",https://m.media-amazon.com/images/M/MV5BY2M5Mzg3NjctZTlkNy00MTU0LWFlYTQtY2E2Y2M4NjNiNzllXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,1971
1236,Trust,Comedy|Drama|Romance,"After being thrown out of her house, Maria encounters a married woman who complains of not having children. Maria ends up in an abandoned house, where she meets Matthew. When a baby is kidna... Read all",https://m.media-amazon.com/images/M/MV5BOTg2NjBjYTAtNzEwNi00MjMzLWFhYzYtNzY1MzQ0MjMwMWQ1XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_.jpg,1990
1237,"Seventh Seal, The (Sjunde inseglet, Det)",Drama,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",https://m.media-amazon.com/images/M/MV5BOWM3MmE0OGYtOGVlNC00OWE1LTk5ZTAtYmUwMDIwM2ZlNWJiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1957
1238,Local Hero,Comedy,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",https://m.media-amazon.com/images/M/MV5BNjAxOGVjZjktNjc1Ny00NGYyLWEwYWUtNDZhMDJmZmQzMjIzXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,1983
1240,"Terminator, The",Action|Sci-Fi|Thriller,"A human soldier is sent from 2029 to 1984 to stop an almost indestructible cyborg killing machine, sent from the same year, which has been programmed to execute a young woman whose unborn so... Read all",https://m.media-amazon.com/images/M/MV5BYTViNzMxZjEtZGEwNy00MDNiLWIzNGQtZDY2MjQ1OWViZjFmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1984
1241,Dead Alive (Braindead),Comedy|Fantasy|Horror,"A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.",https://m.media-amazon.com/images/M/MV5BYTU5NDk5ZDYtMDA0NC00MjNiLTkzNTQtZjBlYzRmNzZlNzM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1992
1242,Glory,Drama|War,"Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",https://m.media-amazon.com/images/M/MV5BODhlNjA5MDEtZDVhNS00ZmM3LTg1YzAtZGRjNjhjNTAzNzVkXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg,1989
1243,Rosencrantz and Guildenstern Are Dead,Comedy|Drama,Two minor characters from the play 'Hamlet' stumble around unaware of their scripted lives and unable to deviate from them.,https://m.media-amazon.com/images/M/MV5BNjc0MTU0MDY1OV5BMl5BanBnXkFtZTcwMDI2OTY2NA@@._V1_.jpg,1990
1244,Manhattan,Comedy|Drama|Romance,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,https://m.media-amazon.com/images/M/MV5BZGE2NjI5MjAtODQwYy00OGJkLWJiZTEtMTU0NzVlMTkzNjFjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1979
1245,Miller's Crossing,Crime|Drama|Film-Noir|Thriller,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",https://m.media-amazon.com/images/M/MV5BMTY2Njk3MTAzM15BMl5BanBnXkFtZTgwMTY5Mzk4NjE@._V1_.jpg,1990
1246,Dead Poets Society,Drama,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of sel... Read all",https://m.media-amazon.com/images/M/MV5BOGYwYWNjMzgtNGU4ZC00NWQ2LWEwZjUtMzE1Zjc3NjY3YTU1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1989
1247,"Graduate, The",Comedy|Drama|Romance,A disillusioned college graduate finds himself torn between his older lover and her daughter.,https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_.jpg,1967
1248,Touch of Evil,Crime|Film-Noir|Thriller,"A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town.",https://m.media-amazon.com/images/M/MV5BOTA1MjA3M2EtMmJjZS00OWViLTkwMTEtM2E5ZDk0NTAyNGJiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,1958
1249,"Femme Nikita, La (Nikita)",Action|Crime|Romance|Thriller,"Convicted felon Nikita isn't going to jail; she's given a new identity and trained, stylishly, as a top secret spy/assassin.",https://m.media-amazon.com/images/M/MV5BMTEyNjc4MTgtN2YxMS00ZGM5LTk2NjEtOGRhNDY5OWM5ZTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1990
1250,"Bridge on the River Kwai, The",Adventure|Drama|War,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid t... Read all",https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,1957
1251,8 1/2 (8½),Drama|Fantasy,A harried movie director retreats into his memories and fantasies.,https://m.media-amazon.com/images/M/MV5BNTkzZTZjOTgtYjgzMS00MTdkLWE2NDAtNTVmM2I3MGYyM2I0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1963
1252,Chinatown,Crime|Film-Noir|Mystery|Thriller,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,1974
1253,"Day the Earth Stood Still, The",Drama|Sci-Fi|Thriller,"An alien lands in Washington, D.C. and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.",https://m.media-amazon.com/images/M/MV5BZGJjN2UwMGYtMDMxZC00YzFlLWFhMTMtZjY4Nzg5ZGQ0YTE5XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg,1951
1254,"Treasure of the Sierra Madre, The",Action|Adventure|Drama|Western,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,1948
1255,Bad Taste,Comedy|Horror|Sci-Fi,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,https://m.media-amazon.com/images/M/MV5BNmU5YzQyODEtZjY4MC00ZDA2LTk1YTItZmNiN2MyMWU3MGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,1987
1256,Duck Soup,Comedy|Musical|War,"Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who c... Read all",https://m.media-amazon.com/images/M/MV5BYmYxZGU2NWYtNzQxZS00NmEyLWIzN2YtMDk5MWM0ODc5ZTE4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,1933
1257,Better Off Dead...,Comedy|Romance,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. F... Read all",https://m.media-amazon.com/images/M/MV5BNTdmMWU3MTktNWY3MC00MTlmLWJiM2QtZWQyM2E3MDI2YzI2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg,1985
1258,"Shining, The",Horror,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",https://m.media-amazon.com/images/M/MV5BZWFlYmY2MGEtZjVkYS00YzU4LTg0YjQtYzY1ZGE3NTA5NGQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1980
1259,Stand by Me,Adventure|Drama,A writer recounts a childhood journey with his friends to find the body of a missing boy.,https://m.media-amazon.com/images/M/MV5BODJmY2Y2OGQtMDg2My00N2Q3LWJmZTUtYTc2ODBjZDVlNDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1986
1260,M,Crime|Film-Noir|Thriller,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_.jpg,1931
